,date,product_category,total_sales
2762,2017-05-08,watches_gifts,1119.8
2763,2017-05-09,auto,1326.6000000000001
2764,2017-05-09,baby,174.22
2765,2017-05-09,bed_bath_table,1420.56
2766,2017-05-09,books_general_interest,29.9
2767,2017-05-09,computers_accessories,5333.41
2768,2017-05-09,cool_stuff,863.92
2769,2017-05-09,electronics,179.85000000000002
2770,2017-05-09,fashion_bags_accessories,24.9
2771,2017-05-09,food_drink,12.99
2772,2017-05-09,furniture_decor,275.69
2773,2017-05-09,garden_tools,628.7
2774,2017-05-09,health_beauty,879.8
2775,2017-05-09,home_construction,125.0
2776,2017-05-09,housewares,554.29
2777,2017-05-09,luggage_accessories,589.6
2778,2017-05-09,office_furniture,1619.1
2779,2017-05-09,perfumery,596.0
2780,2017-05-09,pet_shop,249.9
2781,2017-05-09,signaling_and_security,5.95
2782,2017-05-09,sports_leisure,793.48
2783,2017-05-09,stationery,124.80000000000001
2784,2017-05-09,telephony,490.37
2785,2017-05-09,toys,643.36
2786,2017-05-09,watches_gifts,843.27
2787,2017-05-10,auto,24.49
2788,2017-05-10,baby,339.97
2789,2017-05-10,bed_bath_table,891.34
2790,2017-05-10,books_general_interest,183.8
2791,2017-05-10,computers_accessories,5948.7
2792,2017-05-10,consoles_games,188.9
2793,2017-05-10,cool_stuff,1318.35
2794,2017-05-10,costruction_tools_garden,599.9
2795,2017-05-10,electronics,29.0
2796,2017-05-10,fashion_bags_accessories,448.79999999999995
2797,2017-05-10,fashion_shoes,106.69999999999999
2798,2017-05-10,fashion_sport,24.99
2799,2017-05-10,furniture_decor,216.78
2800,2017-05-10,garden_tools,1670.7
2801,2017-05-10,health_beauty,1068.23
2802,2017-05-10,home_appliances,135.0
2803,2017-05-10,housewares,173.79000000000002
2804,2017-05-10,luggage_accessories,109.9
2805,2017-05-10,office_furniture,279.99
2806,2017-05-10,perfumery,656.5699999999999
2807,2017-05-10,pet_shop,2050.31
2808,2017-05-10,sports_leisure,662.5
2809,2017-05-10,stationery,292.0
2810,2017-05-10,telephony,192.97
2811,2017-05-10,toys,968.6600000000001
2812,2017-05-10,watches_gifts,1791.6
2813,2017-05-11,air_conditioning,161.99
2814,2017-05-11,audio,89.9
2815,2017-05-11,baby,331.18
2816,2017-05-11,bed_bath_table,826.19
2817,2017-05-11,books_general_interest,124.9
2818,2017-05-11,computers_accessories,2620.42
2819,2017-05-11,cool_stuff,929.84
2820,2017-05-11,fashion_bags_accessories,164.98
2821,2017-05-11,fashion_shoes,37.9
2822,2017-05-11,fixed_telephony,39.99
2823,2017-05-11,food_drink,40.89
2824,2017-05-11,furniture_decor,388.54
2825,2017-05-11,furniture_living_room,201.95999999999998
2826,2017-05-11,furniture_mattress_and_upholstery,109.4
2827,2017-05-11,garden_tools,341.89
2828,2017-05-11,health_beauty,3930.55
2829,2017-05-11,home_appliances,220.0
2830,2017-05-11,home_confort,668.0
2831,2017-05-11,housewares,243.99
2832,2017-05-11,luggage_accessories,314.70000000000005
2833,2017-05-11,musical_instruments,29.9
2834,2017-05-11,office_furniture,259.98
2835,2017-05-11,perfumery,526.48
2836,2017-05-11,pet_shop,370.41
2837,2017-05-11,sports_leisure,1276.14
2838,2017-05-11,stationery,337.8
2839,2017-05-11,tablets_printing_image,889.99
2840,2017-05-11,telephony,259.94
2841,2017-05-11,toys,990.09
2842,2017-05-11,watches_gifts,1260.83
2843,2017-05-12,auto,217.69
2844,2017-05-12,baby,349.54
2845,2017-05-12,bed_bath_table,1118.0900000000001
2846,2017-05-12,books_general_interest,53.9
2847,2017-05-12,books_technical,148.6
2848,2017-05-12,computers_accessories,936.99
2849,2017-05-12,cool_stuff,870.96
2850,2017-05-12,electronics,1039.48
2851,2017-05-12,fashion_bags_accessories,326.89
2852,2017-05-12,furniture_decor,1236.47
2853,2017-05-12,garden_tools,219.0
2854,2017-05-12,health_beauty,1151.21
2855,2017-05-12,home_confort,89.9
2856,2017-05-12,housewares,334.65999999999997
2857,2017-05-12,luggage_accessories,349.79999999999995
2858,2017-05-12,market_place,28.99
2859,2017-05-12,office_furniture,229.99
2860,2017-05-12,perfumery,574.9
2861,2017-05-12,pet_shop,186.79000000000002
2862,2017-05-12,small_appliances,322.0
2863,2017-05-12,sports_leisure,708.8
2864,2017-05-12,stationery,109.9
2865,2017-05-12,telephony,141.84
2866,2017-05-12,toys,709.36
2867,2017-05-12,watches_gifts,78.0
2868,2017-05-13,auto,936.29
2869,2017-05-13,baby,118.78999999999999
2870,2017-05-13,bed_bath_table,589.49
2871,2017-05-13,computers_accessories,1030.51
2872,2017-05-13,cool_stuff,474.88
2873,2017-05-13,electronics,684.45
2874,2017-05-13,fashion_male_clothing,110.9
2875,2017-05-13,furniture_decor,955.56
2876,2017-05-13,garden_tools,337.9
2877,2017-05-13,health_beauty,394.9
2878,2017-05-13,home_appliances,32.9
2879,2017-05-13,home_appliances_2,89.99
2880,2017-05-13,housewares,198.9
2881,2017-05-13,office_furniture,253.98
2882,2017-05-13,perfumery,641.6800000000001
2883,2017-05-13,pet_shop,209.5
2884,2017-05-13,sports_leisure,660.79
2885,2017-05-13,telephony,273.86
2886,2017-05-13,toys,291.9
2887,2017-05-14,audio,168.9
2888,2017-05-14,auto,458.87
2889,2017-05-14,baby,218.0
2890,2017-05-14,bed_bath_table,1584.62
2891,2017-05-14,books_general_interest,273.8
2892,2017-05-14,computers_accessories,604.5699999999999
2893,2017-05-14,consoles_games,73.0
2894,2017-05-14,cool_stuff,819.75
2895,2017-05-14,costruction_tools_garden,599.9
2896,2017-05-14,electronics,466.9
2897,2017-05-14,fashion_bags_accessories,67.99000000000001
2898,2017-05-14,fashion_shoes,35.9
2899,2017-05-14,fixed_telephony,32.9
2900,2017-05-14,furniture_decor,413.15
2901,2017-05-14,garden_tools,313.89
2902,2017-05-14,health_beauty,1896.13
2903,2017-05-14,home_appliances,32.9
2904,2017-05-14,housewares,220.79
2905,2017-05-14,market_place,502.65
2906,2017-05-14,musical_instruments,69.9
2907,2017-05-14,office_furniture,309.98
2908,2017-05-14,perfumery,348.0
2909,2017-05-14,pet_shop,120.0
2910,2017-05-14,small_appliances,103.99
2911,2017-05-14,sports_leisure,615.36
2912,2017-05-14,stationery,69.9
2913,2017-05-14,tablets_printing_image,99.0
2914,2017-05-14,telephony,319.37
2915,2017-05-14,toys,529.44
2916,2017-05-14,watches_gifts,2579.76
2917,2017-05-15,art,119.9
2918,2017-05-15,auto,403.68000000000006
2919,2017-05-15,baby,104.32
2920,2017-05-15,bed_bath_table,774.76
2921,2017-05-15,computers_accessories,1177.06
2922,2017-05-15,cool_stuff,845.6800000000001
2923,2017-05-15,dvds_blu_ray,19.9
2924,2017-05-15,electronics,134.0
2925,2017-05-15,fashio_female_clothing,290.20000000000005
2926,2017-05-15,fashion_shoes,29.9
2927,2017-05-15,food,119.0
2928,2017-05-15,food_drink,27.9
2929,2017-05-15,furniture_bedroom,1659.0
2930,2017-05-15,furniture_decor,2282.74
2931,2017-05-15,garden_tools,522.8299999999999
2932,2017-05-15,health_beauty,1437.3799999999999
2933,2017-05-15,home_appliances,52.0
2934,2017-05-15,home_appliances_2,89.99
2935,2017-05-15,home_confort,89.9
2936,2017-05-15,housewares,604.33
2937,2017-05-15,kitchen_dining_laundry_garden_furniture,29.99
2938,2017-05-15,luggage_accessories,69.9
2939,2017-05-15,market_place,12.0
2940,2017-05-15,musical_instruments,419.9
2941,2017-05-15,office_furniture,289.98
2942,2017-05-15,perfumery,528.78
2943,2017-05-15,pet_shop,344.83000000000004
2944,2017-05-15,small_appliances,447.0
2945,2017-05-15,sports_leisure,1492.0
2946,2017-05-15,stationery,257.9
2947,2017-05-15,telephony,310.95
2948,2017-05-15,toys,964.36
2949,2017-05-15,watches_gifts,1594.69
2950,2017-05-16,audio,79.99
2951,2017-05-16,auto,338.88
2952,2017-05-16,baby,307.89
2953,2017-05-16,bed_bath_table,1152.98
2954,2017-05-16,computers_accessories,1557.68
2955,2017-05-16,consoles_games,139.98000000000002
2956,2017-05-16,cool_stuff,1592.21
2957,2017-05-16,electronics,39.0
2958,2017-05-16,fashio_female_clothing,54.9
2959,2017-05-16,fashion_bags_accessories,638.6
2960,2017-05-16,fashion_shoes,35.9
2961,2017-05-16,food,119.0
2962,2017-05-16,furniture_decor,922.6500000000001
2963,2017-05-16,garden_tools,426.8
2964,2017-05-16,health_beauty,794.29
2965,2017-05-16,home_appliances,80.0
2966,2017-05-16,home_confort,299.0
2967,2017-05-16,housewares,1312.53
2968,2017-05-16,luggage_accessories,1252.6999999999998
2969,2017-05-16,market_place,337.8
2970,2017-05-16,musical_instruments,39.9
2971,2017-05-16,office_furniture,249.98
2972,2017-05-16,perfumery,355.89
2973,2017-05-16,pet_shop,118.9
2974,2017-05-16,small_appliances,179.97
2975,2017-05-16,sports_leisure,4392.88
2976,2017-05-16,stationery,276.9
2977,2017-05-16,telephony,559.91
2978,2017-05-16,toys,501.69000000000005
2979,2017-05-16,watches_gifts,2558.8
2980,2017-05-17,audio,486.70000000000005
2981,2017-05-17,auto,1584.8000000000002
2982,2017-05-17,baby,659.6
2983,2017-05-17,bed_bath_table,497.38
2984,2017-05-17,computers_accessories,1664.19
2985,2017-05-17,consoles_games,239.99
2986,2017-05-17,cool_stuff,856.46
2987,2017-05-17,electronics,155.5
2988,2017-05-17,fashion_bags_accessories,226.70000000000002
2989,2017-05-17,fashion_childrens_clothes,110.0
2990,2017-05-17,fashion_shoes,35.9
2991,2017-05-17,fashion_underwear_beach,5.9
2992,2017-05-17,fixed_telephony,57.989999999999995
2993,2017-05-17,furniture_decor,739.09
2994,2017-05-17,furniture_living_room,758.97
2995,2017-05-17,garden_tools,632.69
2996,2017-05-17,health_beauty,893.1800000000001
2997,2017-05-17,home_appliances,72.0
2998,2017-05-17,home_confort,103.9
2999,2017-05-17,housewares,1338.35
3000,2017-05-17,luggage_accessories,102.9
3001,2017-05-17,musical_instruments,2109.9
3002,2017-05-17,perfumery,861.88
3003,2017-05-17,pet_shop,274.13
3004,2017-05-17,sports_leisure,1037.2
3005,2017-05-17,stationery,129.7
3006,2017-05-17,telephony,167.65
3007,2017-05-17,toys,810.5500000000001
3008,2017-05-17,watches_gifts,1517.76
3009,2017-05-18,air_conditioning,25.99
3010,2017-05-18,art,69.9
3011,2017-05-18,auto,475.9
3012,2017-05-18,baby,389.6
3013,2017-05-18,bed_bath_table,601.4
3014,2017-05-18,computers_accessories,1455.5
3015,2017-05-18,consoles_games,59.98
3016,2017-05-18,cool_stuff,902.75
3017,2017-05-18,fashion_bags_accessories,308.68
3018,2017-05-18,fashion_shoes,99.9
3019,2017-05-18,fashion_underwear_beach,5.9
3020,2017-05-18,food_drink,95.0
3021,2017-05-18,furniture_decor,498.49
3022,2017-05-18,furniture_living_room,207.94
3023,2017-05-18,garden_tools,753.79
3024,2017-05-18,health_beauty,1364.8899999999999
3025,2017-05-18,home_appliances,39.0
3026,2017-05-18,home_construction,847.5
3027,2017-05-18,housewares,864.25
3028,2017-05-18,kitchen_dining_laundry_garden_furniture,263.79
3029,2017-05-18,luggage_accessories,345.70000000000005
3030,2017-05-18,market_place,120.8
3031,2017-05-18,office_furniture,253.98
3032,2017-05-18,perfumery,1401.48
3033,2017-05-18,small_appliances,428.9
3034,2017-05-18,sports_leisure,1096.84
3035,2017-05-18,stationery,234.9
3036,2017-05-18,telephony,494.46000000000004
3037,2017-05-18,toys,122.8
3038,2017-05-18,watches_gifts,4340.14
3039,2017-05-19,auto,561.69
3040,2017-05-19,baby,59.9
3041,2017-05-19,bed_bath_table,1074.7
3042,2017-05-19,computers_accessories,2745.25
3043,2017-05-19,consoles_games,255.89000000000001
3044,2017-05-19,cool_stuff,1829.49
3045,2017-05-19,dvds_blu_ray,19.9
3046,2017-05-19,electronics,119.9
3047,2017-05-19,fashio_female_clothing,22.4
3048,2017-05-19,fashion_bags_accessories,276.48
3049,2017-05-19,fashion_male_clothing,498.0
3050,2017-05-19,fashion_underwear_beach,62.0
3051,2017-05-19,furniture_bedroom,108.99
3052,2017-05-19,furniture_decor,1145.67
3053,2017-05-19,furniture_living_room,129.9
3054,2017-05-19,garden_tools,575.97
3055,2017-05-19,health_beauty,2518.7799999999997
3056,2017-05-19,home_appliances_2,209.99
3057,2017-05-19,home_confort,179.8
3058,2017-05-19,housewares,1566.6000000000001
3059,2017-05-19,perfumery,369.98
3060,2017-05-19,sports_leisure,802.86
3061,2017-05-19,stationery,189.99
3062,2017-05-19,telephony,67.88
3063,2017-05-19,toys,751.57
3064,2017-05-19,watches_gifts,938.8
3065,2017-05-20,agro_industry_and_commerce,869.97
3066,2017-05-20,auto,94.3
3067,2017-05-20,baby,109.80000000000001
3068,2017-05-20,bed_bath_table,731.63
3069,2017-05-20,computers_accessories,610.59
3070,2017-05-20,consoles_games,230.0
3071,2017-05-20,cool_stuff,849.1700000000001
3072,2017-05-20,electronics,25.8
3073,2017-05-20,fashion_bags_accessories,448.0
3074,2017-05-20,fashion_shoes,29.9
3075,2017-05-20,furniture_decor,327.70000000000005
3076,2017-05-20,furniture_mattress_and_upholstery,399.99
3077,2017-05-20,garden_tools,199.9
3078,2017-05-20,housewares,626.68
3079,2017-05-20,luggage_accessories,1049.4
3080,2017-05-20,musical_instruments,479.9
3081,2017-05-20,perfumery,1155.78
3082,2017-05-20,pet_shop,33.6
3083,2017-05-20,sports_leisure,815.11
3084,2017-05-20,stationery,88.9
3085,2017-05-20,telephony,79.96000000000001
3086,2017-05-20,toys,381.19000000000005
3087,2017-05-20,watches_gifts,795.4399999999999
3088,2017-05-21,auto,1597.8500000000001
3089,2017-05-21,baby,199.9
3090,2017-05-21,bed_bath_table,1973.89
3091,2017-05-21,books_general_interest,284.39
3092,2017-05-21,computers_accessories,604.04
3093,2017-05-21,consoles_games,29.99
3094,2017-05-21,cool_stuff,1708.8500000000001
3095,2017-05-21,electronics,110.78999999999999
3096,2017-05-21,fashion_bags_accessories,139.5
3097,2017-05-21,food_drink,64.5
3098,2017-05-21,furniture_decor,685.1
3099,2017-05-21,garden_tools,246.89
3100,2017-05-21,health_beauty,2231.47
3101,2017-05-21,home_appliances_2,129.0
3102,2017-05-21,home_confort,318.9
3103,2017-05-21,housewares,1044.76
3104,2017-05-21,luggage_accessories,692.3000000000001
3105,2017-05-21,market_place,211.98000000000002
3106,2017-05-21,office_furniture,124.99
3107,2017-05-21,perfumery,944.6500000000001
3108,2017-05-21,pet_shop,342.17
3109,2017-05-21,sports_leisure,1267.67
3110,2017-05-21,stationery,54.9
3111,2017-05-21,telephony,133.26
3112,2017-05-21,toys,533.88
3113,2017-05-21,watches_gifts,1219.7
3114,2017-05-22,audio,79.0
3115,2017-05-22,auto,69.99
3116,2017-05-22,baby,159.8
3117,2017-05-22,bed_bath_table,2112.23
3118,2017-05-22,books_general_interest,115.0
3119,2017-05-22,computers_accessories,2176.61
3120,2017-05-22,cool_stuff,1830.29
3121,2017-05-22,electronics,415.99
3122,2017-05-22,fashion_bags_accessories,214.78
3123,2017-05-22,fashion_shoes,59.8
3124,2017-05-22,fashion_sport,49.95
3125,2017-05-22,food_drink,22.81
3126,2017-05-22,furniture_bedroom,219.0
3127,2017-05-22,furniture_decor,839.74
3128,2017-05-22,garden_tools,1974.68
3129,2017-05-22,health_beauty,4787.83
3130,2017-05-22,home_confort,230.0
3131,2017-05-22,housewares,779.64
3132,2017-05-22,industry_commerce_and_business,379.9
3133,2017-05-22,musical_instruments,648.8
3134,2017-05-22,perfumery,568.49
3135,2017-05-22,pet_shop,78.87
3136,2017-05-22,signaling_and_security,74.9
3137,2017-05-22,small_appliances,928.98
3138,2017-05-22,sports_leisure,3056.16
3139,2017-05-22,stationery,292.0
3140,2017-05-22,tablets_printing_image,99.0
3141,2017-05-22,telephony,605.81
3142,2017-05-22,toys,414.88
3143,2017-05-22,watches_gifts,199.0
3144,2017-05-23,auto,360.05
3145,2017-05-23,baby,71.9
3146,2017-05-23,bed_bath_table,1297.8
3147,2017-05-23,computers_accessories,1316.6
3148,2017-05-23,consoles_games,39.0
3149,2017-05-23,cool_stuff,1064.58
3150,2017-05-23,costruction_tools_garden,119.8
3151,2017-05-23,electronics,199.0
3152,2017-05-23,fashion_bags_accessories,84.69999999999999
3153,2017-05-23,furniture_decor,683.95
3154,2017-05-23,garden_tools,237.9
3155,2017-05-23,health_beauty,1028.5700000000002
3156,2017-05-23,home_appliances,32.9
3157,2017-05-23,home_confort,418.79
3158,2017-05-23,housewares,814.54
3159,2017-05-23,luggage_accessories,1082.5
3160,2017-05-23,musical_instruments,1899.12
3161,2017-05-23,perfumery,1893.93
3162,2017-05-23,pet_shop,36.8
3163,2017-05-23,small_appliances,845.0
3164,2017-05-23,sports_leisure,808.3800000000001
3165,2017-05-23,tablets_printing_image,129.99
3166,2017-05-23,telephony,271.86
3167,2017-05-23,toys,1258.46
3168,2017-05-23,watches_gifts,845.98
3169,2017-05-24,art,6499.0
3170,2017-05-24,audio,179.9
3171,2017-05-24,auto,656.79
3172,2017-05-24,baby,329.89
3173,2017-05-24,bed_bath_table,844.1
3174,2017-05-24,books_general_interest,53.9
3175,2017-05-24,computers_accessories,1406.13
3176,2017-05-24,consoles_games,510.52
3177,2017-05-24,cool_stuff,2149.19
3178,2017-05-24,electronics,337.25
3179,2017-05-24,fashion_bags_accessories,803.46
3180,2017-05-24,food_drink,38.5
3181,2017-05-24,furniture_decor,413.3
3182,2017-05-24,furniture_living_room,34.9
3183,2017-05-24,garden_tools,262.95
3184,2017-05-24,health_beauty,715.7199999999999
3185,2017-05-24,home_confort,319.5
3186,2017-05-24,housewares,508.57000000000005
3187,2017-05-24,luggage_accessories,373.79
3188,2017-05-24,musical_instruments,280.72
3189,2017-05-24,office_furniture,159.99
3190,2017-05-24,perfumery,622.59
3191,2017-05-24,pet_shop,154.0
3192,2017-05-24,sports_leisure,887.88
3193,2017-05-24,stationery,367.5
3194,2017-05-24,telephony,399.63
3195,2017-05-24,toys,849.19
3196,2017-05-24,watches_gifts,2987.31
3197,2017-05-25,auto,138.9
3198,2017-05-25,bed_bath_table,752.73
3199,2017-05-25,books_general_interest,22.68
3200,2017-05-25,computers_accessories,1914.22
3201,2017-05-25,consoles_games,111.9
3202,2017-05-25,cool_stuff,1217.68
3203,2017-05-25,electronics,12.9
3204,2017-05-25,fashion_bags_accessories,100.9
3205,2017-05-25,fashion_shoes,71.82
3206,2017-05-25,furniture_decor,649.1800000000001
3207,2017-05-25,furniture_living_room,415.88
3208,2017-05-25,garden_tools,616.9
3209,2017-05-25,health_beauty,222.49
3210,2017-05-25,home_appliances_2,89.99
3211,2017-05-25,housewares,865.39
3212,2017-05-25,kitchen_dining_laundry_garden_furniture,642.9
3213,2017-05-25,luggage_accessories,1877.5000000000002
3214,2017-05-25,market_place,125.0
3215,2017-05-25,office_furniture,309.98
3216,2017-05-25,perfumery,258.99
3217,2017-05-25,pet_shop,119.53
3218,2017-05-25,sports_leisure,1273.02
3219,2017-05-25,stationery,248.9
3220,2017-05-25,telephony,70.47
3221,2017-05-25,toys,836.6700000000001
3222,2017-05-25,watches_gifts,1805.5900000000001
3223,2017-05-26,auto,699.67
3224,2017-05-26,baby,858.59
3225,2017-05-26,bed_bath_table,1622.34
3226,2017-05-26,computers_accessories,156.49
3227,2017-05-26,cool_stuff,219.99
3228,2017-05-26,costruction_tools_garden,19.94
3229,2017-05-26,fashion_bags_accessories,49.9
3230,2017-05-26,fashion_shoes,71.82
3231,2017-05-26,furniture_decor,622.5899999999999
3232,2017-05-26,garden_tools,89.0
3233,2017-05-26,health_beauty,1002.49
3234,2017-05-26,home_confort,229.0
3235,2017-05-26,housewares,823.1899999999999
3236,2017-05-26,kitchen_dining_laundry_garden_furniture,299.0
3237,2017-05-26,luggage_accessories,132.8
3238,2017-05-26,perfumery,569.7
3239,2017-05-26,small_appliances,100.8
3240,2017-05-26,sports_leisure,839.14
3241,2017-05-26,stationery,69.0
3242,2017-05-26,telephony,261.64
3243,2017-05-26,toys,1436.39
3244,2017-05-26,watches_gifts,88.0
3245,2017-05-27,auto,1249.9
3246,2017-05-27,baby,79.9
3247,2017-05-27,bed_bath_table,1290.65
3248,2017-05-27,books_general_interest,29.9
3249,2017-05-27,computers_accessories,81.89
3250,2017-05-27,consoles_games,144.29000000000002
3251,2017-05-27,cool_stuff,801.79
3252,2017-05-27,drinks,90.0
3253,2017-05-27,electronics,27.8
3254,2017-05-27,fashion_underwear_beach,192.0
3255,2017-05-27,furniture_decor,923.7
3256,2017-05-27,furniture_living_room,179.99
3257,2017-05-27,garden_tools,162.9
3258,2017-05-27,health_beauty,1549.06
3259,2017-05-27,home_appliances,34.0
3260,2017-05-27,home_construction,27.9
3261,2017-05-27,housewares,645.98
3262,2017-05-27,la_cuisine,193.0
3263,2017-05-27,luggage_accessories,369.79999999999995
3264,2017-05-27,perfumery,1048.1
3265,2017-05-27,pet_shop,22.9
3266,2017-05-27,sports_leisure,424.6
3267,2017-05-27,stationery,148.70000000000002
3268,2017-05-27,tablets_printing_image,99.0
3269,2017-05-27,telephony,45.39
3270,2017-05-27,toys,712.69
3271,2017-05-27,watches_gifts,2669.9
3272,2017-05-28,agro_industry_and_commerce,59.99
3273,2017-05-28,art,119.9
3274,2017-05-28,audio,179.9
3275,2017-05-28,auto,532.8
3276,2017-05-28,baby,189.8
3277,2017-05-28,bed_bath_table,1990.02
3278,2017-05-28,computers_accessories,1126.61
3279,2017-05-28,cool_stuff,259.89
3280,2017-05-28,dvds_blu_ray,29.9
3281,2017-05-28,electronics,266.8
3282,2017-05-28,fashion_bags_accessories,359.58
3283,2017-05-28,fashion_shoes,199.7
3284,2017-05-28,furniture_decor,587.5
3285,2017-05-28,furniture_living_room,139.9
3286,2017-05-28,garden_tools,304.85
3287,2017-05-28,health_beauty,306.69
3288,2017-05-28,housewares,491.36
3289,2017-05-28,luggage_accessories,174.8
3290,2017-05-28,office_furniture,249.99
3291,2017-05-28,perfumery,355.89
3292,2017-05-28,pet_shop,19.5
3293,2017-05-28,sports_leisure,474.49
3294,2017-05-28,telephony,84.47
3295,2017-05-28,toys,454.59000000000003
3296,2017-05-28,watches_gifts,303.70000000000005
3297,2017-05-29,audio,89.0
3298,2017-05-29,auto,2633.99
3299,2017-05-29,baby,579.79
3300,2017-05-29,bed_bath_table,1358.0900000000001
3301,2017-05-29,books_general_interest,270.0
3302,2017-05-29,computers_accessories,375.68
3303,2017-05-29,cool_stuff,1176.35
3304,2017-05-29,electronics,185.8
3305,2017-05-29,fashion_bags_accessories,197.89
3306,2017-05-29,fashion_shoes,349.9
3307,2017-05-29,fixed_telephony,18.99
3308,2017-05-29,food_drink,25.9
3309,2017-05-29,furniture_decor,964.98
3310,2017-05-29,furniture_living_room,179.99
3311,2017-05-29,garden_tools,359.52
3312,2017-05-29,health_beauty,888.76
3313,2017-05-29,home_appliances,65.8
3314,2017-05-29,home_confort,667.89
3315,2017-05-29,housewares,1266.71
3316,2017-05-29,luggage_accessories,439.69999999999993
3317,2017-05-29,market_place,159.9
3318,2017-05-29,musical_instruments,723.74
3319,2017-05-29,office_furniture,286.98
3320,2017-05-29,perfumery,478.9
3321,2017-05-29,pet_shop,380.55
3322,2017-05-29,sports_leisure,592.79
3323,2017-05-29,stationery,185.0
3324,2017-05-29,telephony,628.19
3325,2017-05-29,toys,613.48
3326,2017-05-29,watches_gifts,718.92
3327,2017-05-30,audio,139.99
3328,2017-05-30,auto,337.46999999999997
3329,2017-05-30,baby,879.89
3330,2017-05-30,bed_bath_table,605.4300000000001
3331,2017-05-30,computers_accessories,1713.14
3332,2017-05-30,construction_tools_construction,99.99
3333,2017-05-30,cool_stuff,609.85
3334,2017-05-30,electronics,110.99
3335,2017-05-30,fashion_bags_accessories,24.99
3336,2017-05-30,fashion_shoes,378.9
3337,2017-05-30,furniture_bedroom,129.0
3338,2017-05-30,furniture_decor,1104.83
3339,2017-05-30,garden_tools,56.6
3340,2017-05-30,health_beauty,1101.88
3341,2017-05-30,home_appliances,264.5
3342,2017-05-30,housewares,432.99
3343,2017-05-30,luggage_accessories,215.70000000000002
3344,2017-05-30,office_furniture,289.98
3345,2017-05-30,perfumery,136.98
3346,2017-05-30,pet_shop,418.44
3347,2017-05-30,small_appliances,679.8
3348,2017-05-30,sports_leisure,97.8
3349,2017-05-30,stationery,214.9
3350,2017-05-30,telephony,447.48
3351,2017-05-30,toys,2260.57
3352,2017-05-30,watches_gifts,380.9
3353,2017-05-31,air_conditioning,99.99
3354,2017-05-31,art,48.65
3355,2017-05-31,auto,49.8
3356,2017-05-31,baby,109.99000000000001
3357,2017-05-31,bed_bath_table,1082.89
3358,2017-05-31,computers_accessories,1521.58
3359,2017-05-31,consoles_games,54.9
3360,2017-05-31,cool_stuff,1156.84
3361,2017-05-31,electronics,439.99
3362,2017-05-31,fashion_bags_accessories,147.0
3363,2017-05-31,fixed_telephony,32.99
3364,2017-05-31,furniture_decor,199.09
3365,2017-05-31,furniture_living_room,537.8399999999999
3366,2017-05-31,furniture_mattress_and_upholstery,86.5
3367,2017-05-31,garden_tools,277.98
3368,2017-05-31,health_beauty,5613.94
3369,2017-05-31,housewares,983.74
3370,2017-05-31,luggage_accessories,570.13
3371,2017-05-31,market_place,286.56
3372,2017-05-31,musical_instruments,379.99
3373,2017-05-31,office_furniture,112.99
3374,2017-05-31,perfumery,709.5699999999999
3375,2017-05-31,pet_shop,33.8
3376,2017-05-31,signaling_and_security,428.0
3377,2017-05-31,small_appliances,845.0
3378,2017-05-31,sports_leisure,323.8
3379,2017-05-31,stationery,207.9
3380,2017-05-31,telephony,502.97
3381,2017-05-31,toys,457.88
3382,2017-05-31,watches_gifts,1898.3700000000001
3383,2017-06-01,auto,64.9
3384,2017-06-01,baby,553.96
3385,2017-06-01,bed_bath_table,937.4
3386,2017-06-01,cine_photo,79.0
3387,2017-06-01,computers_accessories,2502.19
3388,2017-06-01,cool_stuff,1979.8600000000001
3389,2017-06-01,electronics,350.8
3390,2017-06-01,fashion_bags_accessories,308.0
3391,2017-06-01,fashion_male_clothing,74.69999999999999
3392,2017-06-01,fixed_telephony,32.99
3393,2017-06-01,furniture_decor,499.19
3394,2017-06-01,garden_tools,815.98
3395,2017-06-01,health_beauty,1475.31
3396,2017-06-01,home_appliances,32.9
3397,2017-06-01,housewares,584.15
3398,2017-06-01,luggage_accessories,1281.29
3399,2017-06-01,market_place,189.9
3400,2017-06-01,office_furniture,149.99
3401,2017-06-01,perfumery,977.6800000000001
3402,2017-06-01,pet_shop,309.99
3403,2017-06-01,small_appliances,129.9
3404,2017-06-01,sports_leisure,335.92
3405,2017-06-01,stationery,88.8
3406,2017-06-01,tablets_printing_image,99.0
3407,2017-06-01,telephony,298.44
3408,2017-06-01,toys,223.7
3409,2017-06-01,watches_gifts,3647.6099999999997
3410,2017-06-02,baby,15.9
3411,2017-06-02,bed_bath_table,1246.45
3412,2017-06-02,books_general_interest,232.9
3413,2017-06-02,books_technical,65.9
3414,2017-06-02,computers_accessories,842.58
3415,2017-06-02,consoles_games,382.39
3416,2017-06-02,cool_stuff,4364.72
3417,2017-06-02,electronics,78.0
3418,2017-06-02,fashion_bags_accessories,315.5
3419,2017-06-02,fashion_shoes,349.9
3420,2017-06-02,fixed_telephony,32.99
3421,2017-06-02,furniture_decor,414.28
3422,2017-06-02,furniture_living_room,79.99
3423,2017-06-02,garden_tools,453.1
3424,2017-06-02,health_beauty,454.54999999999995
3425,2017-06-02,home_appliances,91.94999999999999
3426,2017-06-02,home_confort,179.0
3427,2017-06-02,housewares,653.36
3428,2017-06-02,luggage_accessories,89.9
3429,2017-06-02,musical_instruments,65.9
3430,2017-06-02,office_furniture,654.96
3431,2017-06-02,perfumery,1236.2
